id2	id	time	group	bp	group1	group2	group3	group4	highbp
11	11	180	1	97.5	1	0	0	0	0
11	11	240	1	90	1	0	0	0	0
1	12	1	2	115	0	1	0	0	1
1	12	5	2	115	0	1	0	0	1
1	12	10	2	107.5	0	1	0	0	1
1	12	15	2	107.5	0	1	0	0	1
1	12	30	2	112.5	0	1	0	0	1
1	12	60	2	107.5	0	1	0	0	1
1	12	120	2	112.5	0	1	0	0	1
1	12	180	2	107.5	0	1	0	0	1
1	12	240	2	107.5	0	1	0	0	1
2	13	1	2	120	0	1	0	0	1
3	14	1	2	125	0	1	0	0	1
3	14	5	2	125	0	1	0	0	1
3	14	10	2	120	0	1	0	0	1
3	14	15	2	120	0	1	0	0	1
3	14	30	2	117.5	0	1	0	0	1
3	14	60	2	125	0	1	0	0	1
3	14	120	2	122.5	0	1	0	0	1
3	14	180	2	120	0	1	0	0	1
3	14	240	2	120	0	1	0	0	1
4	15	1	2	95	0	1	0	0	0
4	15	5	2	90	0	1	0	0	0
4	15	10	2	95	0	1	0	0	0
4	15	15	2	90	0	1	0	0	0
4	15	30	2	100	0	1	0	0	1
4	15	60	2	107.5	0	1	0	0	1
4	15	120	2	100	0	1	0	0	1
4	15	180	2	100	0	1	0	0	1
4	15	240	2	92.5	0	1	0	0	0
5	16	1	2	97.5	0	1	0	0	0
5	16	5	2	70	0	1	0	0	0
6	17	1	2	87.5	0	1	0	0	0
6	17	5	2	65.5	0	1	0	0	0
6	17	10	2	85	0	1	0	0	0
6	17	15	2	90	0	1	0	0	0
6	17	30	2	105	0	1	0	0	1
6	17	60	2	90	0	1	0	0	0
6	17	120	2	85	0	1	0	0	0
6	17	180	2	87.5	0	1	0	0	0
6	17	240	2	100	0	1	0	0	1
7	18	1	2	90	0	1	0	0	0
7	18	5	2	87.5	0	1	0	0	0
7	18	10	2	97.5	0	1	0	0	0
7	18	15	2	95	0	1	0	0	0
7	18	30	2	100	0	1	0	0	1
7	18	60	2	95	0	1	0	0	0
7	18	120	2	102.5	0	1	0	0	1
8	19	1	2	97.5	0	1	0	0	0
8	19	5	2	92.5	0	1	0	0	0
8	19	10	2	57.5	0	1	0	0	0
8	19	15	2	55	0	1	0	0	0
8	19	30	2	90	0	1	0	0	0
8	19	60	2	97.5	0	1	0	0	0
8	19	120	2	110	0	1	0	0	1
8	19	180	2	115	0	1	0	0	1
8	19	240	2	105	0	1	0	0	1
9	20	1	2	107.5	0	1	0	0	1
9	20	5	2	107.5	0	1	0	0	1
9	20	10	2	145	0	1	0	0	1
9	20	15	2	110	0	1	0	0	1
9	20	30	2	105	0	1	0	0	1
9	20	60	2	105	0	1	0	0	1
9	20	120	2	112.5	0	1	0	0	1
10	21	1	2	102.5	0	1	0	0	1
10	21	5	2	130	0	1	0	0	1
10	21	10	2	85	0	1	0	0	0
10	21	15	2	80	0	1	0	0	0
10	21	30	2	127.5	0	1	0	0	1
10	21	60	2	97.5	0	1	0	0	0
10	21	120	2	117.5	0	1	0	0	1
10	21	180	2	102.5	0	1	0	0	1
10	21	240	2	127.5	0	1	0	0	1
1	22	1	3	107.5	0	0	1	0	1
1	22	5	3	107.5	0	0	1	0	1
1	22	10	3	102.5	0	0	1	0	1
1	22	15	3	102.5	0	0	1	0	1
1	22	30	3	102.5	0	0	1	0	1
1	22	60	3	97.5	0	0	1	0	0
1	22	120	3	98.5	0	0	1	0	0
1	22	180	3	102.5	0	0	1	0	1
1	22	240	3	92.5	0	0	1	0	0
2	23	1	3	67.5	0	0	1	0	0
2	23	5	3	20	0	0	1	0	0
3	24	1	3	97.5	0	0	1	0	0
3	24	5	3	108.5	0	0	1	0	1
3	24	10	3	94.5	0	0	1	0	0
3	24	15	3	102.5	0	0	1	0	1
3	24	30	3	102.5	0	0	1	0	1
3	24	60	3	107.5	0	0	1	0	1
3	24	120	3	117.5	0	0	1	0	1
3	24	180	3	112.5	0	0	1	0	1
4	25	1	3	105	0	0	1	0	1
4	25	5	3	105	0	0	1	0	1
5	26	1	3	85	0	0	1	0	0
5	26	5	3	60	0	0	1	0	0
6	27	1	3	100	0	0	1	0	1
6	27	5	3	105	0	0	1	0	1
6	27	10	3	105	0	0	1	0	1
6	27	15	3	105	0	0	1	0	1
6	27	30	3	110	0	0	1	0	1
6	27	60	3	110	0	0	1	0	1
6	27	120	3	115	0	0	1	0	1
6	27	180	3	107.5	0	0	1	0	1
6	27	240	3	105	0	0	1	0	1
7	28	1	3	95	0	0	1	0	0
7	28	5	3	95	0	0	1	0	0
7	28	10	3	90	0	0	1	0	0
7	28	15	3	100	0	0	1	0	1
7	28	30	3	100	0	0	1	0	1
7	28	60	3	100	0	0	1	0	1
7	28	120	3	95	0	0	1	0	0
7	28	180	3	90	0	0	1	0	0
7	28	240	3	100	0	0	1	0	1
8	29	1	3	85	0	0	1	0	0
8	29	5	3	92.5	0	0	1	0	0
8	29	10	3	92.5	0	0	1	0	0
8	29	15	3	92.5	0	0	1	0	0
8	29	30	3	90	0	0	1	0	0
8	29	60	3	110	0	0	1	0	1
8	29	120	3	100	0	0	1	0	1
8	29	180	3	102.5	0	0	1	0	1
8	29	240	3	87.5	0	0	1	0	0
9	30	1	3	82.5	0	0	1	0	0
9	30	5	3	77.5	0	0	1	0	0
9	30	10	3	75	0	0	1	0	0
9	30	15	3	65.5	0	0	1	0	0
9	30	30	3	65	0	0	1	0	0
9	30	60	3	72.5	0	0	1	0	0
9	30	120	3	72.5	0	0	1	0	0
9	30	180	3	67.5	0	0	1	0	0
9	30	240	3	67.5	0	0	1	0	0
10	31	1	3	92.5	0	0	1	0	0
10	31	5	3	75	0	0	1	0	0
10	31	10	3	40	0	0	1	0	0
10	31	15	3	35	0	0	1	0	0
11	32	1	3	62.5	0	0	1	0	0
11	32	5	3	75	0	0	1	0	0
11	32	10	3	115	0	0	1	0	1
11	32	15	3	110	0	0	1	0	1
11	32	30	3	100	0	0	1	0	1
11	32	60	3	100	0	0	1	0	1
1	33	1	4	70	0	0	0	1	0
1	33	5	4	67.5	0	0	0	1	0
1	33	10	4	67.5	0	0	0	1	0
1	33	15	4	77.5	0	0	0	1	0
1	33	30	4	77.5	0	0	0	1	0
1	33	60	4	77.5	0	0	0	1	0
1	33	120	4	72.5	0	0	0	1	0
1	33	180	4	65	0	0	0	1	0
1	33	240	4	55	0	0	0	1	0
2	34	1	4	45	0	0	0	1	0
2	34	5	4	37.5	0	0	0	1	0
2	34	10	4	45	0	0	0	1	0
2	34	15	4	45	0	0	0	1	0
2	34	30	4	47.5	0	0	0	1	0
2	34	60	4	45	0	0	0	1	0
2	34	120	4	50	0	0	0	1	0
2	34	180	4	45	0	0	0	1	0
2	34	240	4	50	0	0	0	1	0
3	35	1	4	52.5	0	0	0	1	0
3	35	5	4	22.5	0	0	0	1	0
3	35	10	4	90	0	0	0	1	0
3	35	15	4	65	0	0	0	1	0
3	35	30	4	60	0	0	0	1	0
3	35	60	4	65.5	0	0	0	1	0
3	35	120	4	52.5	0	0	0	1	0
3	35	180	4	47.5	0	0	0	1	0
3	35	240	4	57.5	0	0	0	1	0
4	36	1	4	100	0	0	0	1	1
4	36	5	4	100	0	0	0	1	1
4	36	10	4	100	0	0	0	1	1
4	36	15	4	100	0	0	0	1	1
4	36	30	4	97.5	0	0	0	1	0
4	36	60	4	92.5	0	0	0	1	0
5	37	1	4	47.5	0	0	0	1	0
5	37	5	4	30	0	0	0	1	0
6	38	1	4	102.5	0	0	0	1	1
6	38	5	4	90	0	0	0	1	0
7	39	1	4	115	0	0	0	1	1
7	39	5	4	110	0	0	0	1	1
7	39	10	4	100	0	0	0	1	1
7	39	15	4	110	0	0	0	1	1
7	39	30	4	105	0	0	0	1	1
7	39	60	4	105	0	0	0	1	1
7	39	120	4	105	0	0	0	1	1
7	39	180	4	105	0	0	0	1	1
7	39	240	4	105	0	0	0	1	1
8	40	1	4	97.5	0	0	0	1	0
8	40	5	4	97.5	0	0	0	1	0
8	40	10	4	97.5	0	0	0	1	0
8	40	15	4	105	0	0	0	1	1
8	40	30	4	95	0	0	0	1	0
8	40	60	4	92.5	0	0	0	1	0
8	40	120	4	92.5	0	0	0	1	0
8	40	180	4	92.5	0	0	0	1	0
8	40	240	4	92.5	0	0	0	1	0
9	41	1	4	95	0	0	0	1	0
9	41	5	4	125	0	0	0	1	1
9	41	10	4	130	0	0	0	1	1
9	41	15	4	125	0	0	0	1	1
9	41	30	4	115	0	0	0	1	1
9	41	60	4	117.5	0	0	0	1	1
9	41	120	4	110	0	0	0	1	1
9	41	180	4	105	0	0	0	1	1
9	41	240	4	102.5	0	0	0	1	1
10	42	1	4	72.5	0	0	0	1	0
10	42	5	4	87.5	0	0	0	1	0
10	42	10	4	65	0	0	0	1	0
10	42	15	4	57.5	0	0	0	1	0
10	42	30	4	92.5	0	0	0	1	0
10	42	60	4	82.5	0	0	0	1	0
10	42	120	4	57.5	0	0	0	1	0
10	42	180	4	50	0	0	0	1	0
10	42	240	4	50	0	0	0	1	0
11	43	1	4	105	0	0	0	1	1
11	43	5	4	105	0	0	0	1	1
11	43	10	4	105	0	0	0	1	1
11	43	15	4	105	0	0	0	1	1
11	43	30	4	102.5	0	0	0	1	1
11	43	60	4	100	0	0	0	1	1
11	43	120	4	95	0	0	0	1	0
11	43	180	4	92.5	0	0	0	1	0
11	43	240	4	87.5	0	0	0	1	0
